Fecha,NO,NO2,SO2,O3,NOX,C6H6,C7H8,XIL,PM10,Ruido
15 mar. 2021 19:03,3.0,9.0,4.0,71.0,14.0,0.1,0.3,0.2,19.0,
15 mar. 2021 20:03,3.0,13.0,3.0,59.0,17.0,0.1,0.3,0.2,35.0,
15 mar. 2021 21:03,3.0,15.0,3.0,49.0,19.0,0.1,0.4,0.2,21.0,
15 mar. 2021 22:03,2.0,17.0,3.0,39.0,20.0,0.1,0.7,0.2,19.0,
15 mar. 2021 23:03,2.0,17.0,3.0,30.0,20.0,0.1,0.9,0.2,21.0,
16 mar. 2021 00:03,2.0,13.0,3.0,30.0,16.0,0.1,0.6,0.2,14.0,
16 mar. 2021 01:03,2.0,11.0,3.0,31.0,14.0,0.2,0.4,0.2,14.0,
16 mar. 2021 02:03,2.0,12.0,3.0,23.0,16.0,0.1,0.4,0.2,13.0,
16 mar. 2021 03:03,2.0,9.0,3.0,31.0,12.0,0.2,0.5,0.2,16.0,
16 mar. 2021 04:03,2.0,8.0,3.0,35.0,11.0,0.1,0.4,0.2,14.0,
16 mar. 2021 05:03,2.0,8.0,2.0,32.0,11.0,0.2,0.4,0.2,19.0,
16 mar. 2021 06:03,2.0,11.0,3.0,22.0,14.0,0.2,0.3,0.2,12.0,
16 mar. 2021 07:03,3.0,18.0,3.0,14.0,23.0,0.2,0.5,0.2,19.0,
16 mar. 2021 08:03,18.0,30.0,5.0,5.0,57.0,0.2,1.0,0.2,45.0,
16 mar. 2021 09:03,22.0,28.0,5.0,8.0,61.0,0.2,1.4,0.6,61.0,
16 mar. 2021 10:03,7.0,19.0,4.0,35.0,29.0,0.2,1.1,0.2,37.0,
16 mar. 2021 11:03,3.0,12.0,4.0,56.0,16.0,0.1,1.6,0.2,26.0,
16 mar. 2021 12:03,3.0,9.0,5.0,61.0,13.0,0.1,0.4,0.2,15.0,
16 mar. 2021 13:03,2.0,7.0,6.0,74.0,10.0,0.1,0.3,0.2,13.0,
16 mar. 2021 14:03,2.0,7.0,6.0,77.0,11.0,0.1,0.3,0.2,26.0,
16 mar. 2021 15:03,2.0,6.0,6.0,80.0,10.0,0.1,0.3,0.2,18.0,
16 mar. 2021 16:03,2.0,6.0,6.0,80.0,10.0,0.1,0.3,0.2,14.0,
16 mar. 2021 17:03,2.0,6.0,6.0,83.0,9.0,0.1,0.3,0.2,19.0,
16 mar. 2021 18:03,2.0,6.0,6.0,79.0,10.0,0.1,0.3,0.2,19.0,
16 mar. 2021 19:03,2.0,8.0,5.0,72.0,11.0,0.1,0.3,0.2,22.0,
16 mar. 2021 20:03,2.0,9.0,4.0,61.0,12.0,0.1,0.3,0.2,25.0,
16 mar. 2021 21:03,2.0,14.0,4.0,45.0,18.0,0.1,0.3,0.2,27.0,
16 mar. 2021 22:03,2.0,18.0,4.0,31.0,21.0,0.2,0.7,0.2,23.0,
16 mar. 2021 23:03,2.0,17.0,3.0,33.0,21.0,0.1,0.5,0.3,24.0,
17 mar. 2021 00:03,2.0,13.0,3.0,31.0,17.0,0.1,0.6,0.8,15.0,
17 mar. 2021 01:03,2.0,10.0,3.0,34.0,14.0,0.1,0.5,0.2,14.0,
17 mar. 2021 02:03,2.0,8.0,3.0,39.0,12.0,0.1,0.3,0.2,15.0,
17 mar. 2021 03:03,2.0,9.0,3.0,36.0,12.0,0.1,0.4,0.2,19.0,
17 mar. 2021 04:03,2.0,7.0,3.0,34.0,11.0,0.1,0.5,0.2,19.0,
17 mar. 2021 05:03,2.0,8.0,3.0,34.0,11.0,0.1,0.5,0.2,11.0,
17 mar. 2021 06:03,3.0,10.0,2.0,29.0,14.0,0.1,0.4,0.2,14.0,
17 mar. 2021 07:03,3.0,16.0,2.0,21.0,21.0,0.2,0.5,0.2,17.0,
17 mar. 2021 08:03,8.0,27.0,3.0,10.0,39.0,0.2,0.6,0.2,31.0,
17 mar. 2021 09:03,10.0,24.0,3.0,17.0,39.0,0.2,0.8,0.2,61.0,
17 mar. 2021 10:03,4.0,14.0,3.0,47.0,20.0,0.1,0.5,0.2,24.0,
17 mar. 2021 11:03,3.0,11.0,4.0,61.0,16.0,0.1,0.3,0.2,32.0,
17 mar. 2021 12:03,3.0,9.0,4.0,71.0,13.0,0.1,0.5,0.2,11.0,
17 mar. 2021 13:03,2.0,8.0,4.0,74.0,11.0,0.1,0.3,0.2,13.0,
17 mar. 2021 14:03,2.0,8.0,4.0,82.0,11.0,0.1,0.3,0.2,14.0,
17 mar. 2021 15:03,2.0,9.0,5.0,87.0,13.0,0.1,0.3,0.2,29.0,
17 mar. 2021 16:03,3.0,9.0,6.0,83.0,13.0,0.1,0.3,0.2,34.0,
17 mar. 2021 17:03,3.0,9.0,6.0,82.0,13.0,0.1,0.5,0.2,25.0,
17 mar. 2021 18:03,2.0,8.0,3.0,76.0,12.0,0.1,0.8,0.2,22.0,
17 mar. 2021 19:03,2.0,8.0,5.0,70.0,12.0,0.1,0.3,0.2,27.0,
17 mar. 2021 20:03,3.0,12.0,4.0,58.0,17.0,0.1,0.3,0.2,35.0,
17 mar. 2021 21:03,4.0,14.0,3.0,53.0,20.0,0.1,0.3,0.2,33.0,
17 mar. 2021 22:03,3.0,17.0,3.0,40.0,22.0,0.1,0.3,0.2,32.0,
17 mar. 2021 23:03,2.0,18.0,2.0,29.0,21.0,0.2,1.0,0.2,32.0,
18 mar. 2021 00:03,2.0,18.0,3.0,23.0,22.0,0.1,1.0,0.5,29.0,
18 mar. 2021 01:03,2.0,15.0,3.0,25.0,19.0,0.1,0.7,0.3,28.0,
18 mar. 2021 02:03,2.0,11.0,2.0,30.0,14.0,0.1,0.7,0.2,20.0,
18 mar. 2021 03:03,2.0,11.0,2.0,25.0,14.0,0.1,0.7,0.2,19.0,
18 mar. 2021 04:03,2.0,11.0,2.0,17.0,14.0,0.1,0.9,0.2,27.0,
18 mar. 2021 05:03,2.0,12.0,2.0,18.0,15.0,0.2,0.8,0.2,73.0,
18 mar. 2021 06:03,2.0,11.0,2.0,35.0,15.0,0.2,0.7,0.2,24.0,
18 mar. 2021 07:03,4.0,19.0,2.0,27.0,24.0,0.1,0.8,0.2,31.0,
18 mar. 2021 08:03,5.0,28.0,3.0,17.0,37.0,0.1,0.7,0.2,54.0,
18 mar. 2021 09:03,7.0,29.0,2.0,23.0,39.0,0.2,0.9,0.2,54.0,
18 mar. 2021 10:03,3.0,15.0,2.0,44.0,19.0,0.1,0.6,0.2,43.0,
18 mar. 2021 11:03,2.0,8.0,2.0,56.0,12.0,0.1,0.4,0.2,22.0,
18 mar. 2021 12:03,2.0,10.0,3.0,53.0,13.0,0.1,0.3,0.2,17.0,
18 mar. 2021 13:03,2.0,10.0,3.0,50.0,14.0,0.1,1.1,0.2,26.0,
18 mar. 2021 14:03,2.0,9.0,3.0,52.0,12.0,0.1,0.4,0.2,19.0,
18 mar. 2021 15:03,3.0,13.0,2.0,39.0,17.0,0.1,0.3,0.2,7.0,
18 mar. 2021 16:03,2.0,10.0,2.0,49.0,13.0,0.1,0.5,0.2,3.0,
18 mar. 2021 17:03,2.0,9.0,3.0,48.0,13.0,0.1,0.3,0.2,2.0,
18 mar. 2021 18:03,2.0,10.0,2.0,48.0,14.0,0.1,0.3,0.2,11.0,
18 mar. 2021 19:03,2.0,13.0,2.0,52.0,16.0,0.1,0.5,0.2,24.0,
18 mar. 2021 20:03,2.0,9.0,2.0,47.0,14.0,0.3,0.7,0.2,6.0,
18 mar. 2021 21:03,2.0,12.0,2.0,45.0,15.0,0.1,0.6,0.2,5.0,
18 mar. 2021 22:03,2.0,12.0,2.0,46.0,15.0,0.1,0.4,0.2,4.0,
18 mar. 2021 23:03,2.0,12.0,2.0,46.0,15.0,0.1,0.5,0.2,7.0,
19 mar. 2021 00:03,2.0,9.0,2.0,47.0,12.0,0.1,0.4,0.2,3.0,
19 mar. 2021 01:03,2.0,7.0,2.0,47.0,11.0,0.1,0.4,0.2,4.0,
19 mar. 2021 02:03,2.0,6.0,2.0,49.0,10.0,0.1,0.3,0.2,6.0,
19 mar. 2021 03:03,2.0,6.0,2.0,49.0,10.0,0.1,0.3,0.2,7.0,
19 mar. 2021 04:03,2.0,8.0,2.0,51.0,11.0,0.1,0.3,0.2,4.0,
19 mar. 2021 05:03,2.0,6.0,2.0,53.0,9.0,0.1,0.3,0.2,3.0,
19 mar. 2021 06:03,2.0,5.0,2.0,52.0,9.0,0.1,0.3,0.2,2.0,
19 mar. 2021 07:03,2.0,6.0,2.0,52.0,9.0,0.1,0.3,0.2,4.0,
19 mar. 2021 08:03,2.0,7.0,3.0,50.0,11.0,0.1,0.3,0.2,6.0,
19 mar. 2021 09:03,2.0,8.0,3.0,46.0,11.0,0.1,0.3,0.2,13.0,
19 mar. 2021 10:03,2.0,6.0,4.0,50.0,10.0,0.1,0.3,0.2,4.0,
19 mar. 2021 11:03,3.0,7.0,4.0,53.0,11.0,0.1,0.3,0.2,5.0,
19 mar. 2021 12:03,2.0,6.0,4.0,57.0,10.0,0.1,0.3,0.2,11.0,
19 mar. 2021 13:03,2.0,7.0,5.0,59.0,10.0,0.1,0.3,0.2,8.0,
19 mar. 2021 14:03,2.0,7.0,4.0,64.0,11.0,0.1,0.3,0.2,4.0,
19 mar. 2021 15:03,2.0,8.0,4.0,71.0,11.0,0.1,0.3,0.2,8.0,
19 mar. 2021 16:03,2.0,7.0,4.0,75.0,10.0,0.1,0.3,0.2,7.0,
19 mar. 2021 17:03,2.0,7.0,4.0,68.0,10.0,0.1,0.3,0.2,23.0,
19 mar. 2021 18:03,2.0,7.0,3.0,64.0,11.0,0.1,0.3,0.2,6.0,
19 mar. 2021 19:03,2.0,8.0,3.0,61.0,12.0,0.1,0.3,0.2,7.0,
19 mar. 2021 20:03,3.0,13.0,3.0,50.0,17.0,0.4,2.4,2.3,23.0,
19 mar. 2021 21:03,2.0,10.0,3.0,47.0,14.0,0.6,7.1,4.3,32.0,
19 mar. 2021 22:03,2.0,9.0,3.0,55.0,12.0,0.1,0.4,0.2,7.0,
19 mar. 2021 23:03,2.0,6.0,3.0,63.0,9.0,0.1,0.3,0.2,6.0,
20 mar. 2021 00:03,2.0,6.0,3.0,61.0,9.0,0.1,0.3,0.2,9.0,
20 mar. 2021 01:03,2.0,5.0,3.0,56.0,8.0,0.1,0.3,0.2,6.0,
20 mar. 2021 02:03,2.0,5.0,3.0,57.0,8.0,0.1,0.3,0.2,7.0,
20 mar. 2021 03:03,2.0,5.0,3.0,59.0,8.0,0.1,0.3,0.2,4.0,
20 mar. 2021 04:03,2.0,5.0,2.0,57.0,8.0,0.1,0.3,0.2,4.0,
20 mar. 2021 05:03,2.0,5.0,2.0,56.0,8.0,0.1,0.3,0.2,4.0,
20 mar. 2021 06:03,2.0,7.0,2.0,52.0,11.0,0.1,0.3,0.2,2.0,
20 mar. 2021 07:03,2.0,6.0,2.0,58.0,9.0,0.1,0.3,0.2,3.0,
20 mar. 2021 08:03,2.0,9.0,2.0,55.0,12.0,0.1,0.3,0.2,5.0,
20 mar. 2021 09:03,3.0,11.0,2.0,53.0,15.0,0.1,0.3,0.2,4.0,
20 mar. 2021 10:03,3.0,8.0,2.0,57.0,12.0,0.1,0.3,0.2,8.0,
20 mar. 2021 11:03,3.0,7.0,2.0,64.0,11.0,0.1,0.3,0.2,8.0,
20 mar. 2021 12:03,2.0,6.0,2.0,70.0,10.0,0.1,0.3,0.2,6.0,
20 mar. 2021 13:03,2.0,7.0,2.0,69.0,10.0,0.1,0.3,0.2,20.0,
20 mar. 2021 14:03,2.0,7.0,2.0,67.0,10.0,0.1,0.3,0.2,15.0,
20 mar. 2021 15:03,2.0,7.0,2.0,73.0,11.0,0.1,0.3,0.2,15.0,
20 mar. 2021 16:03,2.0,6.0,2.0,77.0,9.0,0.1,0.3,0.2,24.0,
20 mar. 2021 17:03,2.0,7.0,2.0,78.0,10.0,0.1,0.3,0.2,24.0,
20 mar. 2021 18:03,2.0,6.0,2.0,80.0,10.0,0.1,0.3,0.2,15.0,
20 mar. 2021 19:03,2.0,7.0,3.0,78.0,11.0,0.1,0.3,0.2,18.0,
20 mar. 2021 20:03,2.0,8.0,3.0,78.0,11.0,0.1,0.3,0.2,16.0,
20 mar. 2021 21:03,2.0,8.0,3.0,71.0,11.0,0.1,0.3,0.2,17.0,
20 mar. 2021 22:03,2.0,10.0,3.0,57.0,13.0,0.1,0.3,0.2,16.0,
20 mar. 2021 23:03,2.0,12.0,2.0,54.0,15.0,0.1,0.3,0.2,15.0,
21 mar. 2021 00:03,2.0,9.0,2.0,61.0,13.0,0.2,0.3,0.2,17.0,
21 mar. 2021 01:03,2.0,8.0,2.0,62.0,11.0,0.2,0.3,0.2,17.0,
21 mar. 2021 02:03,2.0,7.0,2.0,59.0,11.0,0.2,0.3,0.2,14.0,
21 mar. 2021 03:03,2.0,6.0,2.0,63.0,10.0,0.2,0.3,0.2,10.0,
21 mar. 2021 04:03,2.0,7.0,2.0,63.0,10.0,0.1,0.3,0.2,11.0,
21 mar. 2021 05:03,2.0,6.0,2.0,61.0,9.0,0.2,0.3,0.2,16.0,
21 mar. 2021 06:03,2.0,6.0,2.0,59.0,10.0,0.1,0.3,0.2,15.0,
21 mar. 2021 07:03,2.0,7.0,2.0,60.0,11.0,0.1,0.3,0.2,12.0,
21 mar. 2021 08:03,2.0,7.0,2.0,66.0,11.0,0.1,0.3,0.2,13.0,
21 mar. 2021 09:03,2.0,7.0,3.0,65.0,10.0,0.1,0.3,0.2,15.0,
21 mar. 2021 10:03,2.0,8.0,4.0,66.0,11.0,0.1,0.5,0.2,17.0,
21 mar. 2021 11:03,2.0,8.0,4.0,74.0,11.0,0.1,0.4,0.2,14.0,
